date,temp_max_c,temp_min_c,rainfall_mm,humidity_pct,solar_rad,year,month,month_name,week,day_of_week,is_rainy_day
2022-08-30,29.61,22.78,6.01,88.79,4.1786,2022,8,August,35,Tuesday,1
2022-08-31,29.19,22.55,11.8,89.09,2.9671,2022,8,August,35,Wednesday,1
2023-06-01,28.65,24.28,4.34,91.86,5.4312,2023,6,June,22,Thursday,1
2023-06-02,28.79,24.21,7.94,90.42,5.0554,2023,6,June,22,Friday,1
2023-06-03,30.19,24.03,3.85,86.88,3.7601,2023,6,June,22,Saturday,1
2023-06-04,28.65,23.62,3.34,91.0,5.4758,2023,6,June,22,Sunday,1
2023-06-05,29.7,23.59,6.08,89.96,4.8749,2023,6,June,23,Monday,1
2023-06-06,27.5,24.24,37.59,93.51,3.6674,2023,6,June,23,Tuesday,1
2023-06-07,27.65,23.62,41.58,91.97,3.9528,2023,6,June,23,Wednesday,1
2023-06-08,28.23,23.16,6.72,90.48,2.6102,2023,6,June,23,Thursday,1
2023-06-09,29.52,22.98,1.98,88.08,4.4914,2023,6,June,23,Friday,1
2023-06-10,28.23,23.59,17.37,91.8,4.2281,2023,6,June,23,Saturday,1
2023-06-11,28.09,23.37,38.61,91.9,4.4004,2023,6,June,23,Sunday,1
2023-06-12,30.33,22.42,0.87,84.55,4.5766,2023,6,June,24,Monday,0
2023-06-13,27.91,23.45,4.59,91.11,4.6697,2023,6,June,24,Tuesday,1
2023-06-14,28.02,22.86,10.68,91.41,3.839,2023,6,June,24,Wednesday,1
2023-06-15,30.07,22.52,4.25,87.77,3.9583,2023,6,June,24,Thursday,1
2023-06-16,29.82,23.54,3.7,86.5,5.0352,2023,6,June,24,Friday,1
2023-06-17,30.35,23.55,5.08,87.59,3.5582,2023,6,June,24,Saturday,1
2023-06-18,28.39,24.26,6.6,91.62,4.0217,2023,6,June,24,Sunday,1
2023-06-19,28.93,24.09,69.28,91.79,4.465,2023,6,June,25,Monday,1
2023-06-20,27.67,23.89,10.96,93.53,3.949,2023,6,June,25,Tuesday,1
2023-06-21,27.54,23.45,4.22,92.54,4.669,2023,6,June,25,Wednesday,1
2023-06-22,27.76,23.1,4.33,90.83,4.3313,2023,6,June,25,Thursday,1
2023-06-23,28.05,22.48,2.64,89.14,3.3761,2023,6,June,25,Friday,1
2023-06-24,28.14,22.46,1.1,88.92,3.492,2023,6,June,25,Saturday,1
2023-06-25,29.7,21.82,0.97,86.17,3.7183,2023,6,June,25,Sunday,0
2023-06-26,26.61,23.15,2.1,92.04,4.1995,2023,6,June,26,Monday,1
2023-06-27,26.91,22.76,15.68,92.43,3.1774,2023,6,June,26,Tuesday,1
2023-06-28,26.96,23.19,15.97,94.13,3.1258,2023,6,June,26,Wednesday,1
2023-06-29,28.84,23.0,3.71,89.91,4.3632,2023,6,June,26,Thursday,1
2023-06-30,28.0,23.31,3.34,91.23,4.2994,2023,6,June,26,Friday,1
2023-07-01,28.78,23.28,9.05,90.75,4.5521,2023,7,July,26,Saturday,1
2023-07-02,27.74,23.19,20.09,90.59,3.9511,2023,7,July,26,Sunday,1
2023-07-03,30.88,23.39,21.39,87.99,4.5643,2023,7,July,27,Monday,1
2023-07-04,27.1,23.96,8.88,93.85,4.0906,2023,7,July,27,Tuesday,1
2023-07-05,29.84,23.0,7.25,83.52,3.9682,2023,7,July,27,Wednesday,1
2023-07-06,30.82,21.73,2.71,83.96,4.6577,2023,7,July,27,Thursday,1
2023-07-07,27.94,23.74,12.75,91.7,4.4021,2023,7,July,27,Friday,1
2023-07-08,26.66,23.25,25.23,94.9,3.7596,2023,7,July,27,Saturday,1
2023-07-09,29.33,22.74,4.88,86.55,3.9929,2023,7,July,27,Sunday,1
2023-07-10,30.21,22.74,0.42,85.67,5.7516,2023,7,July,28,Monday,0
2023-07-11,26.97,23.44,2.57,92.51,4.153,2023,7,July,28,Tuesday,1
2023-07-12,27.59,23.41,6.11,92.7,4.1491,2023,7,July,28,Wednesday,1
2023-07-13,28.07,23.1,1.52,87.83,4.3265,2023,7,July,28,Thursday,1
2023-07-14,29.91,23.3,4.04,82.34,4.5778,2023,7,July,28,Friday,1
2023-07-15,31.18,23.45,0.95,84.67,4.3476,2023,7,July,28,Saturday,0
2023-07-16,29.6,24.12,5.73,89.79,4.3956,2023,7,July,28,Sunday,1
2023-07-17,30.3,23.28,3.75,86.86,4.7503,2023,7,July,29,Monday,1
2023-07-18,27.94,24.13,0.97,91.61,4.079,2023,7,July,29,Tuesday,0
2023-07-19,28.41,23.84,0.41,92.0,4.4294,2023,7,July,29,Wednesday,0
2023-07-20,28.3,24.05,9.89,93.18,3.6742,2023,7,July,29,Thursday,1
2023-07-21,29.76,23.98,9.74,89.97,3.8602,2023,7,July,29,Friday,1
2023-07-22,27.14,23.78,8.99,93.6,3.4843,2023,7,July,29,Saturday,1
2023-07-23,29.57,23.1,11.87,88.88,3.1795,2023,7,July,29,Sunday,1
2023-07-24,27.15,22.9,26.54,92.9,3.3718,2023,7,July,30,Monday,1
2023-07-25,30.05,22.33,1.67,86.35,4.3812,2023,7,July,30,Tuesday,1
2023-07-26,30.68,23.15,6.5,86.6,4.4189,2023,7,July,30,Wednesday,1
2023-07-27,29.78,23.67,15.46,89.48,4.5559,2023,7,July,30,Thursday,1
2023-07-28,27.98,23.92,25.51,92.77,3.4517,2023,7,July,30,Friday,1
2023-07-29,27.89,23.2,28.68,91.97,3.7262,2023,7,July,30,Saturday,1
2023-07-30,28.96,23.09,1.66,89.86,3.6262,2023,7,July,30,Sunday,1
2023-07-31,29.38,23.37,2.82,90.12,4.314,2023,7,July,31,Monday,1
2023-08-01,28.22,23.44,2.83,91.1,2.2783,2023,8,August,31,Tuesday,1
2023-08-02,29.05,22.99,1.65,89.22,3.1718,2023,8,August,31,Wednesday,1
2023-08-03,28.5,22.23,0.85,88.94,3.4776,2023,8,August,31,Thursday,0
2023-08-04,30.76,22.3,0.2,85.06,3.8369,2023,8,August,31,Friday,0
2023-08-05,30.59,23.68,0.5,86.82,4.1446,2023,8,August,31,Saturday,0
2023-08-06,27.6,23.6,1.08,91.79,3.2078,2023,8,August,31,Sunday,1
2023-08-07,29.27,23.11,0.32,88.21,4.1148,2023,8,August,32,Monday,0
2023-08-08,29.47,22.94,0.14,87.65,4.463,2023,8,August,32,Tuesday,0
2023-08-09,30.35,22.58,3.56,87.91,3.8477,2023,8,August,32,Wednesday,1
2023-08-10,29.38,23.14,8.7,89.26,3.161,2023,8,August,32,Thursday,1
2023-08-11,27.97,22.96,2.46,90.31,3.2275,2023,8,August,32,Friday,1
2023-08-12,29.74,22.33,3.7,87.97,3.949,2023,8,August,32,Saturday,1
2023-08-13,27.42,23.51,24.65,92.63,3.0391,2023,8,August,32,Sunday,1
2023-08-14,27.91,23.49,4.87,91.84,2.935,2023,8,August,33,Monday,1
2023-08-15,29.03,23.3,0.3,87.71,4.9212,2023,8,August,33,Tuesday,0
2023-08-16,30.66,22.91,2.03,84.25,4.6414,2023,8,August,33,Wednesday,1
2023-08-17,27.69,23.96,2.66,93.13,4.2432,2023,8,August,33,Thursday,1
2023-08-18,29.48,23.68,1.66,89.44,4.2778,2023,8,August,33,Friday,1
2023-08-19,26.49,23.34,4.31,93.86,3.5282,2023,8,August,33,Saturday,1
2023-08-20,29.82,22.82,0.66,87.1,4.6234,2023,8,August,33,Sunday,0
2023-08-21,29.52,23.22,0.52,86.32,4.1966,2023,8,August,34,Monday,0
2023-08-22,29.75,23.69,0.87,89.49,4.3817,2023,8,August,34,Tuesday,0
2023-08-23,26.84,23.46,2.63,93.43,3.9182,2023,8,August,34,Wednesday,1
2023-08-24,28.42,23.13,4.41,90.1,3.9144,2023,8,August,34,Thursday,1
2023-08-25,28.34,23.37,0.95,90.35,4.8641,2023,8,August,34,Friday,0
2023-08-26,30.05,23.19,2.1,89.74,4.3106,2023,8,August,34,Saturday,1
2023-08-27,27.59,23.89,7.68,91.51,2.351,2023,8,August,34,Sunday,1
2023-08-28,28.61,23.47,5.05,88.84,3.9502,2023,8,August,35,Monday,1
2023-08-29,29.15,23.38,7.13,89.12,4.6901,2023,8,August,35,Tuesday,1
2023-08-30,27.74,23.63,12.39,92.76,4.5199,2023,8,August,35,Wednesday,1
2023-08-31,29.62,23.18,3.08,88.6,4.1959,2023,8,August,35,Thursday,1
2024-06-01,32.11,23.99,4.47,83.22,4.867,2024,6,June,22,Saturday,1
2024-06-02,28.54,24.77,7.87,93.0,3.2849,2024,6,June,22,Sunday,1
2024-06-03,30.95,24.27,4.77,88.0,5.5087,2024,6,June,23,Monday,1
2024-06-04,29.5,24.98,6.46,90.64,4.7719,2024,6,June,23,Tuesday,1
2024-06-05,28.94,24.51,3.57,91.1,5.4629,2024,6,June,23,Wednesday,1
2024-06-06,30.29,24.29,4.41,89.62,1.5828,2024,6,June,23,Thursday,1
2024-06-07,30.05,24.1,2.91,87.95,4.0762,2024,6,June,23,Friday,1
2024-06-08,30.53,23.96,9.27,87.46,2.3645,2024,6,June,23,Saturday,1
2024-06-09,28.92,24.1,3.07,90.93,5.1041,2024,6,June,23,Sunday,1
2024-06-10,30.12,23.91,1.84,87.71,3.457,2024,6,June,24,Monday,1
2024-06-11,29.65,24.04,3.29,88.53,4.5358,2024,6,June,24,Tuesday,1
2024-06-12,31.17,23.38,0.48,80.77,5.1857,2024,6,June,24,Wednesday,0
2024-06-13,31.42,24.39,1.36,86.13,5.2901,2024,6,June,24,Thursday,1
2024-06-14,28.02,24.83,42.15,92.63,4.2634,2024,6,June,24,Friday,1
2024-06-15,28.41,24.23,18.48,91.38,3.6545,2024,6,June,24,Saturday,1
2024-06-16,28.46,23.32,2.73,89.8,4.0217,2024,6,June,24,Sunday,1
2024-06-17,31.2,23.2,1.22,80.67,5.5884,2024,6,June,25,Monday,1
2024-06-18,30.52,23.96,1.66,85.74,5.6098,2024,6,June,25,Tuesday,1
2024-06-19,30.23,24.34,5.14,89.45,5.4185,2024,6,June,25,Wednesday,1
2024-06-20,29.61,24.92,17.44,91.1,4.6255,2024,6,June,25,Thursday,1
2024-06-21,27.64,24.21,18.42,93.67,2.502,2024,6,June,25,Friday,1
2024-06-22,30.82,23.36,3.75,86.26,5.706,2024,6,June,25,Saturday,1
2024-06-23,28.41,24.39,3.39,90.68,4.895,2024,6,June,25,Sunday,1
2024-06-24,28.93,24.21,9.72,91.02,2.826,2024,6,June,26,Monday,1
2024-06-25,26.64,23.04,9.78,94.48,3.3338,2024,6,June,26,Tuesday,1
2024-06-26,30.27,21.57,0.8,85.82,4.3291,2024,6,June,26,Wednesday,0
2024-06-27,28.0,23.33,1.44,89.71,5.2891,2024,6,June,26,Thursday,1
2024-06-28,29.4,23.74,4.98,89.31,4.8749,2024,6,June,26,Friday,1
2024-06-29,28.01,23.63,3.5,89.28,4.8026,2024,6,June,26,Saturday,1
2024-06-30,29.53,23.37,7.28,88.5,4.77,2024,6,June,26,Sunday,1
2024-07-01,28.82,23.7,13.75,89.86,4.2766,2024,7,July,27,Monday,1
2024-07-02,29.63,23.57,16.25,90.12,3.9938,2024,7,July,27,Tuesday,1
2024-07-03,27.59,23.55,13.41,92.42,3.6686,2024,7,July,27,Wednesday,1
2024-07-04,28.59,22.86,9.25,89.6,4.4431,2024,7,July,27,Thursday,1
2024-07-05,27.88,23.47,1.61,90.96,3.7368,2024,7,July,27,Friday,1
2024-07-06,29.25,23.1,0.59,87.79,3.9319,2024,7,July,27,Saturday,0
2024-07-07,28.17,23.46,2.05,91.04,4.5343,2024,7,July,27,Sunday,1
2024-07-08,27.4,23.59,4.11,93.08,2.1413,2024,7,July,28,Monday,1
2024-07-09,28.8,22.71,2.64,88.29,4.8259,2024,7,July,28,Tuesday,1
2024-07-10,29.47,22.66,4.81,88.69,4.2881,2024,7,July,28,Wednesday,1
2024-07-11,28.32,23.54,8.77,92.33,3.3293,2024,7,July,28,Thursday,1
2024-07-12,29.31,23.46,1.19,88.74,2.9954,2024,7,July,28,Friday,1
2024-07-13,29.52,23.44,1.51,88.7,3.4039,2024,7,July,28,Saturday,1
2024-07-14,29.28,23.55,0.56,88.16,4.1477,2024,7,July,28,Sunday,0
2024-07-15,29.54,23.45,8.4,89.23,3.8573,2024,7,July,29,Monday,1
2024-07-16,28.9,23.44,8.41,90.04,3.5359,2024,7,July,29,Tuesday,1
2024-07-17,29.71,23.66,27.41,90.3,3.4229,2024,7,July,29,Wednesday,1
2024-07-18,28.56,23.82,23.38,91.77,3.3259,2024,7,July,29,Thursday,1
2024-07-19,26.82,23.67,45.55,93.79,2.0558,2024,7,July,29,Friday,1
2024-07-20,28.24,23.4,10.82,91.01,3.5066,2024,7,July,29,Saturday,1
2024-07-21,28.25,22.68,3.48,90.57,3.3233,2024,7,July,29,Sunday,1
2024-07-22,30.14,22.35,2.73,87.45,4.1141,2024,7,July,30,Monday,1
2024-07-23,29.48,23.13,2.87,87.87,4.4731,2024,7,July,30,Tuesday,1
2024-07-24,29.69,23.43,4.48,87.62,4.5094,2024,7,July,30,Wednesday,1
2024-07-25,30.81,23.0,1.28,86.64,3.7951,2024,7,July,30,Thursday,1
2024-07-26,30.14,22.87,0.73,86.89,3.972,2024,7,July,30,Friday,0
2024-07-27,29.83,22.82,1.52,87.35,3.864,2024,7,July,30,Saturday,1
2024-07-28,28.38,23.51,4.21,91.11,3.6086,2024,7,July,30,Sunday,1
2024-07-29,29.6,22.92,2.01,88.36,3.6274,2024,7,July,31,Monday,1
2024-07-30,29.67,23.22,4.82,88.43,3.6566,2024,7,July,31,Tuesday,1
2024-07-31,29.69,23.18,4.57,87.94,3.9324,2024,7,July,31,Wednesday,1
2024-08-01,29.53,22.87,9.7,88.31,4.1496,2024,8,August,31,Thursday,1
2024-08-02,29.39,22.65,2.3,88.42,3.1954,2024,8,August,31,Friday,1
2024-08-03,30.28,22.51,0.63,85.48,4.6462,2024,8,August,31,Saturday,0
2024-08-04,29.56,22.22,0.28,86.09,4.6246,2024,8,August,31,Sunday,0
2024-08-05,30.14,22.1,0.25,85.7,4.5521,2024,8,August,32,Monday,0
2024-08-06,29.51,22.89,0.62,87.41,5.2968,2024,8,August,32,Tuesday,0
2024-08-07,30.29,22.74,0.85,86.61,4.5696,2024,8,August,32,Wednesday,0
2024-08-08,30.03,22.78,0.73,86.97,4.1026,2024,8,August,32,Thursday,0
2024-08-09,30.17,22.87,2.2,87.35,4.4508,2024,8,August,32,Friday,1
2024-08-10,30.16,23.16,1.54,87.12,4.8626,2024,8,August,32,Saturday,1
2024-08-11,29.93,22.99,0.93,87.25,4.9769,2024,8,August,32,Sunday,0
2024-08-12,28.94,22.9,1.77,88.34,4.5962,2024,8,August,33,Monday,1
2024-08-13,28.9,23.02,1.27,89.92,3.8789,2024,8,August,33,Tuesday,1
2024-08-14,29.24,22.81,1.13,87.98,4.825,2024,8,August,33,Wednesday,1
2024-08-15,29.27,22.27,1.21,87.32,3.9211,2024,8,August,33,Thursday,1
2024-08-16,27.51,23.04,2.53,91.27,3.0883,2024,8,August,33,Friday,1
2024-08-17,28.76,23.02,2.31,89.66,3.9564,2024,8,August,33,Saturday,1
2024-08-18,28.98,23.17,2.51,88.86,4.1976,2024,8,August,33,Sunday,1
2024-08-19,27.27,23.55,15.45,93.23,3.2522,2024,8,August,34,Monday,1
2024-08-20,28.29,23.2,3.12,88.13,2.9302,2024,8,August,34,Tuesday,1
2024-08-21,29.64,22.68,2.7,87.92,3.653,2024,8,August,34,Wednesday,1
2024-08-22,29.82,23.07,2.52,88.25,4.3982,2024,8,August,34,Thursday,1
2024-08-23,27.21,23.59,10.41,93.09,1.7993,2024,8,August,34,Friday,1
2024-08-24,28.0,22.95,6.52,90.86,3.1162,2024,8,August,34,Saturday,1
2024-08-25,27.74,23.16,11.97,91.81,2.1982,2024,8,August,34,Sunday,1
2024-08-26,28.01,23.34,14.45,91.5,3.678,2024,8,August,35,Monday,1
2024-08-27,30.25,22.87,7.27,88.41,3.2047,2024,8,August,35,Tuesday,1
2024-08-28,30.19,23.09,3.1,87.1,3.9478,2024,8,August,35,Wednesday,1
2024-08-29,29.32,23.51,0.86,88.34,2.4298,2024,8,August,35,Thursday,0
2024-08-30,27.75,22.97,2.69,90.63,3.174,2024,8,August,35,Friday,1
2024-08-31,29.81,23.07,2.09,87.25,3.2549,2024,8,August,35,Saturday,1
2025-06-01,29.98,24.63,17.67,89.31,4.9716,2025,6,June,22,Sunday,1
2025-06-02,31.63,24.34,24.53,81.32,4.9762,2025,6,June,23,Monday,1
2025-06-03,27.38,23.68,20.4,92.05,3.6211,2025,6,June,23,Tuesday,1
2025-06-04,30.27,23.12,30.97,84.1,3.9634,2025,6,June,23,Wednesday,1
2025-06-05,30.15,23.41,1.16,87.12,5.4456,2025,6,June,23,Thursday,1
2025-06-06,30.49,23.67,8.97,88.06,4.7246,2025,6,June,23,Friday,1
2025-06-07,30.73,24.06,3.78,87.0,5.149,2025,6,June,23,Saturday,1
2025-06-08,29.95,23.7,2.4,88.01,4.307,2025,6,June,23,Sunday,1
2025-06-09,28.48,24.37,7.08,90.02,4.6877,2025,6,June,24,Monday,1
2025-06-10,31.82,23.81,1.92,83.37,5.1826,2025,6,June,24,Tuesday,1
2025-06-11,29.04,24.4,4.92,89.31,2.7221,2025,6,June,24,Wednesday,1
2025-06-12,30.46,23.81,6.61,87.56,5.0441,2025,6,June,24,Thursday,1
2025-06-13,30.12,23.85,4.37,85.56,3.9682,2025,6,June,24,Friday,1
2025-06-14,28.6,23.77,8.44,90.62,2.4298,2025,6,June,24,Saturday,1
2025-06-15,29.44,23.14,3.27,88.11,4.2972,2025,6,June,24,Sunday,1
2025-06-16,28.57,23.56,1.04,89.61,4.0788,2025,6,June,25,Monday,1
2025-06-17,30.17,23.05,1.01,86.45,2.6681,2025,6,June,25,Tuesday,1
2025-06-18,28.72,23.39,1.67,87.95,4.2425,2025,6,June,25,Wednesday,1
2025-06-19,29.96,23.59,0.74,86.39,5.2198,2025,6,June,25,Thursday,0
2025-06-20,29.4,23.15,15.71,88.65,5.0863,2025,6,June,25,Friday,1
2025-06-21,29.61,23.7,10.7,88.22,4.6265,2025,6,June,25,Saturday,1
2025-06-22,29.65,23.41,6.88,87.99,5.0006,2025,6,June,25,Sunday,1
2025-06-23,27.68,23.52,14.53,91.76,3.4238,2025,6,June,26,Monday,1
2025-06-24,28.89,23.26,3.15,90.49,4.8137,2025,6,June,26,Tuesday,1
2025-06-25,29.48,23.68,11.29,90.04,4.649,2025,6,June,26,Wednesday,1
2025-06-26,27.17,23.72,16.63,94.41,3.1469,2025,6,June,26,Thursday,1
2025-06-27,28.02,23.54,21.42,91.7,4.68,2025,6,June,26,Friday,1
2025-06-28,30.04,22.92,19.46,88.24,4.4983,2025,6,June,26,Saturday,1
2025-06-29,28.33,23.55,12.71,91.63,3.6996,2025,6,June,26,Sunday,1
2025-06-30,29.43,23.3,8.27,89.41,2.8918,2025,6,June,27,Monday,1
2025-07-01,26.95,23.59,6.9,93.03,3.7138,2025,7,July,27,Tuesday,1
2025-07-02,29.53,23.17,11.82,88.56,4.0774,2025,7,July,27,Wednesday,1
2025-07-03,26.75,23.42,24.36,93.25,2.9069,2025,7,July,27,Thursday,1
2025-07-04,26.52,22.72,21.33,92.72,3.2887,2025,7,July,27,Friday,1
2025-07-05,28.05,22.26,8.06,89.5,3.7253,2025,7,July,27,Saturday,1
2025-07-06,27.84,22.59,8.73,91.17,3.3763,2025,7,July,27,Sunday,1
2025-07-07,27.25,22.8,9.53,92.56,2.849,2025,7,July,28,Monday,1
2025-07-08,27.59,22.79,10.48,92.38,2.6549,2025,7,July,28,Tuesday,1
2025-07-09,28.58,22.44,2.94,88.44,4.4678,2025,7,July,28,Wednesday,1
2025-07-10,29.22,21.95,3.41,88.59,3.8942,2025,7,July,28,Thursday,1
2025-07-11,28.38,22.71,8.18,90.21,4.2612,2025,7,July,28,Friday,1
2025-07-12,28.48,22.86,12.26,90.48,2.8738,2025,7,July,28,Saturday,1
2025-07-13,28.66,22.55,4.71,86.57,4.8209,2025,7,July,28,Sunday,1
2025-07-14,28.9,22.58,6.06,88.15,4.7647,2025,7,July,29,Monday,1
2025-07-15,29.27,22.19,3.79,87.45,5.0417,2025,7,July,29,Tuesday,1
2025-07-16,29.11,22.42,7.91,87.66,3.9662,2025,7,July,29,Wednesday,1
2025-07-17,29.09,22.16,7.73,87.86,3.372,2025,7,July,29,Thursday,1
2025-07-18,29.69,22.11,5.79,86.65,3.7387,2025,7,July,29,Friday,1
2025-07-19,29.88,22.02,7.0,87.16,4.2163,2025,7,July,29,Saturday,1
2025-07-20,29.26,22.67,4.73,88.2,3.8434,2025,7,July,29,Sunday,1
2025-07-21,28.36,23.09,5.81,91.12,2.6863,2025,7,July,30,Monday,1
2025-07-22,27.05,22.83,2.13,91.7,2.8889,2025,7,July,30,Tuesday,1
2025-07-23,28.87,22.87,3.41,89.7,3.0809,2025,7,July,30,Wednesday,1
2025-07-24,28.98,22.57,3.33,88.98,3.1188,2025,7,July,30,Thursday,1
2025-07-25,29.14,22.63,5.06,88.2,3.6413,2025,7,July,30,Friday,1
2025-07-26,27.25,22.55,11.73,91.03,2.9035,2025,7,July,30,Saturday,1
2025-07-27,27.94,22.62,28.39,91.51,3.1704,2025,7,July,30,Sunday,1
2025-07-28,29.52,22.34,5.94,88.63,3.0518,2025,7,July,31,Monday,1
2025-07-29,29.68,22.06,3.37,87.29,3.233,2025,7,July,31,Tuesday,1
2025-07-30,29.7,22.34,2.44,87.73,3.204,2025,7,July,31,Wednesday,1
2025-07-31,29.52,23.06,6.3,89.09,2.1751,2025,7,July,31,Thursday,1
2025-08-01,27.03,22.84,3.91,91.02,2.131,2025,8,August,31,Friday,1
2025-08-02,29.35,22.11,2.19,87.44,2.9621,2025,8,August,31,Saturday,1
2025-08-03,27.67,22.61,30.67,92.31,3.265,2025,8,August,31,Sunday,1
2025-08-04,26.68,23.12,29.36,92.55,3.7531,2025,8,August,32,Monday,1
2025-08-05,30.07,22.07,1.88,87.5,2.2322,2025,8,August,32,Tuesday,1
2025-08-06,29.07,22.77,14.01,89.37,3.2688,2025,8,August,32,Wednesday,1
2025-08-07,27.44,22.52,26.42,91.93,2.903,2025,8,August,32,Thursday,1
2025-08-08,27.76,22.55,13.72,90.99,2.245,2025,8,August,32,Friday,1
2025-08-09,27.99,22.11,4.95,89.71,3.3746,2025,8,August,32,Saturday,1
2025-08-10,28.84,22.16,1.6,86.28,3.4771,2025,8,August,32,Sunday,1
2025-08-11,29.51,22.68,2.93,87.57,2.965,2025,8,August,33,Monday,1
2025-08-12,29.73,22.32,3.73,87.28,3.7474,2025,8,August,33,Tuesday,1
2025-08-13,29.48,22.16,2.09,86.48,3.8899,2025,8,August,33,Wednesday,1
2025-08-14,29.34,22.47,2.41,86.25,4.4174,2025,8,August,33,Thursday,1
2025-08-15,27.9,22.3,0.91,88.35,4.1866,2025,8,August,33,Friday,0
2025-08-16,29.05,21.89,1.84,87.21,4.075,2025,8,August,33,Saturday,1
2025-08-17,29.07,21.74,0.97,87.67,4.0733,2025,8,August,33,Sunday,0
2025-08-18,29.75,21.8,0.71,85.82,4.722,2025,8,August,34,Monday,0
2025-08-19,30.45,22.24,0.4,85.3,4.8852,2025,8,August,34,Tuesday,0
2025-08-20,29.19,22.39,0.91,86.63,4.1335,2025,8,August,34,Wednesday,0
2025-08-21,28.83,22.37,0.47,87.57,3.223,2025,8,August,34,Thursday,0
2025-08-22,29.44,22.25,0.69,86.89,3.864,2025,8,August,34,Friday,0
2025-08-23,29.39,22.21,0.94,87.73,3.4915,2025,8,August,34,Saturday,0
2025-08-24,27.6,22.79,1.41,90.67,3.9432,2025,8,August,34,Sunday,1
2025-08-25,28.92,22.06,0.77,87.89,3.9883,2025,8,August,35,Monday,0
2025-08-26,28.76,22.7,0.96,88.15,3.4531,2025,8,August,35,Tuesday,0
2025-08-27,29.8,22.01,0.68,86.48,3.7862,2025,8,August,35,Wednesday,0
2025-08-28,29.13,21.79,1.19,87.46,4.8838,2025,8,August,35,Thursday,1
2025-08-29,29.29,22.31,6.64,88.13,3.2796,2025,8,August,35,Friday,1
2025-08-30,27.91,22.29,6.5,89.29,3.5731,2025,8,August,35,Saturday,1
2025-08-31,29.3,21.78,3.27,87.59,4.3238,2025,8,August,35,Sunday,1
